"","FirstDate","inflation_punew","inflation_puxhs","inflation_puxx","inflation_pce","quarter","group"
"256",2011-01-01,0.00977696317888837,0.0126069494486993,0.00437665019535741,0.00836522994443052,2011 Q1,2011
"257",2011-04-01,0.013052646686138,0.0176171229162095,0.00413858562178237,0.00979581978469804,2011 Q2,2011
"258",2011-07-01,0.00579327430978335,0.00584849544388304,0.00664226344814691,0.00461531832747538,2011 Q3,2011
"259",2011-10-01,0.00599367042176958,0.00629408264721212,0.00570261261502894,0.00330047449196678,2011 Q4,2011
"260",2012-01-01,0.00480431727972554,0.00459697610107098,0.00603457506348807,0.00660033211806458,2012 Q1,2012
"261",2012-04-01,0.00588585793434098,0.00581495802069882,0.00450106061783184,0.00240960135270418,2012 Q2,2012
"262",2012-07-01,-0.00260825833735551,-0.00576950388845599,0.00464179531345222,0.00290079287012414,2012 Q3,2012
"263",2012-10-01,0.0132458023609814,0.0163648376244526,0.00457273559563255,0.00558725454377933,2012 Q4,2012
"264",2013-01-01,0.000176984656755513,-0.00208142704322478,0.00520235257072428,0.00350505653151044,2013 Q1,2013
"265",2013-04-01,0.000509195740662311,-0.0019735196042582,0.00259320965601476,0.00050271256373846,2013 Q2,2013
"266",2013-07-01,0.00474718825993939,0.00418908361046547,0.00449099985186733,0.00410648156808182,2013 Q3,2013
"267",2013-10-01,0.00329640716099285,0.00228650126635084,0.00444112410605043,0.00367419786643803,2013 Q4,2013
"268",2014-01-01,0.00690471165651763,0.00625218816990794,0.00441724971881583,0.00458160079162724,2014 Q1,2014
"269",2014-04-01,0.005002596515513,0.00379622957167219,0.00469735533404264,0.00445775168068885,2014 Q2,2014
"270",2014-07-01,0.0043463101632881,0.00295883643967249,0.00472577347044794,0.00273496710646449,2014 Q3,2014
"271",2014-10-01,-0.000286359197455844,-0.00362147429258737,0.00417273001373607,-0.00132542209432052,2014 Q4,2014
"272",2015-01-01,-0.0113645047351537,-0.0204333361537213,0.00258871715041642,-0.00449276864740081,2015 Q1,2015
"273",2015-04-01,0.00626370237746152,0.00535287431322453,0.00638047542712103,0.00498615420738028,2015 Q2,2015
"274",2015-07-01,0.00764147977976279,0.00728589274409622,0.00503812716991662,0.00258628796521413,2015 Q3,2015
"275",2015-10-01,-0.00126532542256867,-0.0055960254918106,0.00494723760729289,-0.000769029676303083,2015 Q4,2015
"276",2016-01-01,-0.000340776426617958,-0.0045606632747677,0.00485756689999217,0.000481994440757279,2016 Q1,2016
"277",2016-04-01,0.00562265980590139,0.0046815787393312,0.00649434842902722,0.0063263858931933,2016 Q2,2016
"278",2016-07-01,0.00462958958187628,0.00230355587342368,0.00517012357604547,0.00343765276545967,2016 Q3,2016
"279",2016-10-01,0.00680723694870939,0.00528034914101982,0.00528402283034656,0.00456860014124227,2016 Q4,2016
"280",2017-01-01,0.00773451963298376,0.00751358918762042,0.00530416027923386,0.00581470224407808,2017 Q1,2017
"281",2017-04-01,0.00235747150558358,0.000172013417470758,0.0030297375745222,0.00200762966448777,2017 Q2,2017
"282",2017-07-01,0.000204735114424855,-0.00301672677874361,0.00301264903580994,0.00353366101233549,2017 Q3,2017
"283",2017-10-01,0.00970938772202059,0.00931668716599319,0.00609681994417678,0.00596778776811994,2017 Q4,2017
"284",2018-01-01,0.00901345194232117,0.00942172816940432,0.00659684345452646,0.00697853353511848,2018 Q1,2018
"285",2018-04-01,0.00548203486375809,0.00414181523307241,0.00557213350271866,0.00524382986967099,2018 Q2,2018
"286",2018-07-01,0.0039366596455085,0.00215077994667512,0.00415687833790159,0.00335028379321708,2018 Q3,2018
"287",2018-10-01,0.00618273111962295,0.00548981506201729,0.00471530985012094,0.00378736567356171,2018 Q4,2018
"288",2019-01-01,-0.000213654079033893,-0.00444632470801147,0.00680907090505437,0.00228693868985295,2019 Q1,2019
"289",2019-04-01,0.00981641142427193,0.00959034255583508,0.00493627858705982,0.00527403861448222,2019 Q2,2019
"290",2019-07-01,0.00185556409133413,-0.00119591183299697,0.00509054210999208,0.00242407972330464,2019 Q3,2019
"291",2019-10-01,0.006078832745681,0.00591007943520937,0.00615994663427762,0.00387979865048953,2019 Q4,2019
"292",2020-01-01,0.00694585781228583,0.00636095127855046,0.00634354211439465,0.00319456907598611,2020 Q1,2020
"293",2020-04-01,-0.0114341537194508,-0.0188355165777739,-0.00321189163362119,-0.00438675081336708,2020 Q2,2020
"294",2020-07-01,0.00849976927430198,0.0100798028546027,0.00593110646024223,0.0081629195780208,2020 Q3,2020
"295",2020-10-01,0.00774450226469263,0.00998342988262116,0.00702217620153331,0.00493052588411313,2020 Q4,2020
"296",2021-01-01,0.00904132094114172,0.0116491683514687,0.00425115397126892,0.0115923626425796,2021 Q1,2021
"297",2021-04-01,0.0151895915217228,0.0185720390546948,0.0118825364370539,0.0151548394352753,2021 Q2,2021
"298",2021-07-01,0.0189221036919045,0.0222462880281206,0.0177750420544445,0.0137621694015116,2021 Q3,2021
"299",2021-10-01,0.0173563411872016,0.0208339219193984,0.010947958878105,0.0164047809849253,2021 Q4,2021
"300",2022-01-01,0.0217385478729491,0.0263532853127604,0.0183122045940938,0.0185466146775823,2022 Q1,2022
"301",2022-04-01,0.0210508289777773,0.0237106528537674,0.0125365032858382,0.0174044944563535,2022 Q2,2022
"302",2022-07-01,0.0206337829882278,0.022068351157068,0.015427369108437,0.0114768756630437,2022 Q3,2022
"303",2022-10-01,0.0113363177530158,0.00652990276140906,0.0148355793198176,0.0101788112873704,2022 Q4,2022
"304",2023-01-01,0.00851768573978495,0.00219249141728382,0.0111921571599716,0.0102019780665643,2023 Q1,2023
"305",2023-04-01,0.00789459468799712,0.00295189850234236,0.0124330424543956,0.00614157591744845,2023 Q2,2023
"306",2023-07-01,0.00470964171615764,-2.16203750424101e-05,0.00751519082525546,0.00639383058233625,2023 Q3,2023
"307",2023-10-01,0.0106902207177422,0.00963942383985349,0.00826880096306212,NA,2023 Q4,2023
